wallet_address,date,ip address hash,twitter username,twitter id,twitter follower count,twitter account created,discord username,discord id,eth balance at registration,collab,winner,waitlist,disqualified,custom field
0x8022ef6c87d2f711514c171403ad844d295f249f,2022-08-05 22:22:58.443024+00:00,4e61ba23e0f46f1a2109b3693297bc957ee91cc29934f9202fbcfd28,Sirious80,1459083609688657924,343,Fri Nov 12 09:00:24 +0000 2021,sirius#5119,782313208249057320,0.14622065646186913,,True,False,False,
0xf5300f2f8182799187932557f452c90ae4289d29,2022-08-05 22:38:25.216000+00:00,99d328ab4a00235e9b8a5f205b97067fac534ae03d597ba736982769,cashmerePM,1486806261907738626,68,Thu Jan 27 21:02:09 +0000 2022,cashmere#5785,678384515248554054,0.28440918652022945,,True,False,False,
0x948a4dbdaccb4d10b9395b4c863d34e335e3eb21,2022-08-05 23:45:53.905461+00:00,ef1c70ed266edb8660de9e6eed4937c2b68d6c00956d914bc44be8e2,Aldrindao,1481073628091682820,617,Wed Jan 12 01:20:58 +0000 2022,Aldrin#5386,916698875790778470,1.7160948044107982,,True,False,False,
0x5cd1589d87fdc9245cb40c161e17f5e3c8fb05dc,2022-08-06 01:28:26.851457+00:00,e066381157fb66edb7fb37491f9ad48e56779da82e0400c7abaf3815,11kit11kit,1565032261,29,Wed Jul 03 06:17:35 +0000 2013,kit#5941,407167704928223232,0.01887252372267735,,True,False,False,
0x0b01f1310e7224dafed24c3b62d53cec37d9faf8,2022-08-06 03:13:15.408981+00:00,09161aea23ee6b6cb7880e1d2acb18d1d0248e247f1280dfab457cdc,eqanarchy91,922903442372399104,55,Tue Oct 24 19:11:42 +0000 2017,leg#5336,315196365074595840,0.9501733135981694,,True,False,False,
0x4835160107e5b612c07d0a67af120a208ef6c300,2022-08-06 04:57:20.908745+00:00,f083e3927454fcd9beafcf9210501ffb477925dcafed92c265d741d3,rahmatwiratmoko,581394130,319,Wed May 16 00:55:48 +0000 2012,rahmatwiratmoko#2169,413374174917165057,0.08976018138214677,,True,False,False,
0xb88437f8a872f878aff31f80ad9292b0d910aef2,2022-08-06 04:58:08.910416+00:00,8ed733822070cf303c0efbc05d6ea82973437edaa1e9c9dfe4f1e6f7,Chris1234_Eth,61004041,690,Tue Jul 28 20:03:23 +0000 2009,Chris1234.eth#1994,934553039526821968,0.18340694534009877,,True,False,False,
0x1563c9c1ad2c797b4e71ffd517638598c30fd56c,2022-08-06 04:59:01.357869+00:00,208ab6fcd587822dd8cf4eca5404b7ed8e22d45b00c45cd3013fef85,SamuelL93,1438174795120607233,158,Wed Sep 15 16:16:18 +0000 2021,Golfaholics#4250,361870451007291393,0.022822268085237716,,True,False,False,
0xbdbe53dbcdbbc0714cd9c24738c8b594c22d3acb,2022-08-06 05:03:41.100752+00:00,766b191f72ba233cfcd6dfa3db5a97cb1a19d8f219a00c1ecd4a5bbd,mongoman_eth,1470868162031894536,170,Tue Dec 14 21:28:03 +0000 2021,wiL#6936,879769844579434556,0.3620469965083294,,True,False,False,
0x42FF9Ed7d0a256c912515e5b4F0D7A5212A56b97,2022-08-06 05:05:26.088385+00:00,7af0a03e396859c9fb4f9c61f8a2388dd50d099d378f30a2025beaa9,RothielNFT1,1483813389684125696,120,Wed Jan 19 14:48:01 +0000 2022,RothielNFT#9842,360393041900601355,0.1671323200843192,,True,False,False,
0x6230ac8fe3d54dc4eb58d30a834000a2ac25a0b3,2022-08-06 05:10:07.096865+00:00,b43b8ed4a080db91d4baedff768e790dac78aa8e06b7f15419ccea00,LE__KUO,1226478755058573312,164,Sun Feb 09 12:11:43 +0000 2020,LeKuo#1134,513739752109899788,0.5448365703084921,,True,False,False,
0x122c04b765b1e1d4e432f2ae2c1164a4169c5cbe,2022-08-06 05:11:04.250317+00:00,0055fa02a97a3f05e4d444065f2a1c8b04467795d7863956a3850adc,Jayiz66,2248742168,119,Mon Dec 16 13:16:22 +0000 2013,LVeR | LS#6636,154973624510447616,0.15613690842917624,,True,False,False,
0x8e14ff8ed0ef9c90e61ec5169a646d75c87d3c8b,2022-08-06 05:12:07.062856+00:00,b150add0128d2978037cef5e683602d76c8e95893c32683ffde63bc7,Nien877,1497146819037786112,10,Fri Feb 25 09:50:06 +0000 2022,Nien#6465,925673227185958923,0.04866317158968715,,True,False,False,
0x83df0c89b35fb861aa71c061275645d0ece76c76,2022-08-06 05:12:58.120360+00:00,fd9b0c3eba56f091136e68518fdc1997748d6416de3787f6d0ba9709,beastbcrypto,1421546509812867072,78,Sat Jul 31 19:01:30 +0000 2021,0x_beast.B#4269,872531251146424351,0.06997366730890694,,True,False,False,
0xfc0996d0d37511cb8a0d2dea2104078b1d383998,2022-08-06 05:21:29.207744+00:00,7ec1726e08f7aa3f4c9fd5788c3289ebbf7e0b0fadca88fff594a54c,Cade0034,1189523357915602944,117,Wed Oct 30 12:44:14 +0000 2019,Cade#0034,620037131590434826,0.09700467305702516,,True,False,False,
0x9ead768c2be98fd8da440f7358aaa71565887de3,2022-08-06 05:22:54.623554+00:00,04983971ed5b4c30afe16a28f7df5edd26c09e0232a90d99b782380f,weijunzi,36037884,13,Tue Apr 28 10:55:31 +0000 2009,gasmax#3991,995600247269118025,0.015512026272234133,,True,False,False,
0x0123adc579317c08cb89ba427e9c322070ee684d,2022-08-06 05:49:20.063294+00:00,39607dacda4222c0217f6b62d45fbbe0f91c3b90c058ad4f0f95c773,DwaynieA,3805378515,429,Mon Sep 28 16:24:10 +0000 2015,Dwaynieee#9479,353898143634554880,0.20634054696262977,,True,False,False,
0xa1fbf4e3874a511186b07dd39862e42cbbc4af91,2022-08-06 05:52:21.104089+00:00,feb5e7a5445aaf9a5dafa35ba1e289d9a9dcbdfdc7e7f8fa9a061333,Badmaw7Badmaw,1552126830286602240,8,Wed Jul 27 03:00:59 +0000 2022,BADMAW#1792,511622287179513866,0.020948213838653244,,True,False,False,
0xe98d60e7e9e43fc47001dc3181eaafbce529a60d,2022-08-06 05:53:42.584904+00:00,abe17c257b9e8669029f73901e8d4388fbf0852a03bc793552db2b6c,KSKANG18,1251727458719592449,65,Sun Apr 19 04:21:09 +0000 2020,kks122#8888,391846427162050560,0.17976753984418933,,True,False,False,
0x627b63da1391deac116397a09a6efc644375709e,2022-08-06 06:02:27.655736+00:00,decb387db695d96e720c2d6bf1ed4458ac53c215144777d8bd932156,GShivaraj17,1211267807670763521,70,Sun Dec 29 12:49:01 +0000 2019,alianakong79#6401,914660754832113677,0.47623721276202224,,True,False,False,
0x893c736c8d1d4d78473a8c8a9e1eddebbf28acf2,2022-08-06 06:08:00.802432+00:00,39a6e5bb79ea72c81a6bb676634e5debbc205c87392d874b9b5cde37,kerrigan9392,1468490344455016448,122,Wed Dec 08 07:59:33 +0000 2021,Kerrigan#9392,927701530474319913,0.20808120339366548,,True,False,False,
0x497b6b6276d231fe75d96dcae91a32ed77d47fba,2022-08-06 06:08:21.518982+00:00,abef782226b68a72b5e42849c818ffa2fc2e93635492471000231cf3,omfadaei,1442196486662475786,31,Sun Sep 26 18:38:14 +0000 2021,omfadaei#0721,916381196735356940,0.1,,True,False,False,
0x991BF66C420BbfaF9de1D928dbFcf240bCf740Af,2022-08-06 06:26:16.316597+00:00,0f062fa714426d5e29e03002ec4e4221b80d14eacf8fd9eb11c232a3,YuHungKuo,1518187138998685696,14,Sun Apr 24 11:16:53 +0000 2022,sub#4435,935489399678980126,0.1368213745037704,,True,False,False,
0x6ad2ed770330370c9fff721e9bd3fae871bf543c,2022-08-06 06:56:23.329222+00:00,ce4e96daec6f189c68bc87e98a03bb739dd27122f34bd72e93124b43,JinJunX1,1355915521296715779,123,Sun Jan 31 16:27:13 +0000 2021,MRcooljin#0241,784983849074556978,0.7380489190499906,,True,False,False,
0x038dc61d976ca0875b8be0e0260e456780260d45,2022-08-06 07:18:21.772034+00:00,4f2bc869ef5b94fd8a91cdeae4ea356d8f5a68a8a42879282a8bf208,schiri00,814808652,176,Mon Sep 10 09:03:14 +0000 2012,lp#6197,687060810849058825,0.20123761559952147,,True,False,False,
0x78d607f219a49915bf5b45d8e6a2eba597457bf4,2022-08-06 07:43:23.564585+00:00,47a1beace940606eb2fc275417e454c900d992eb16a3f8e1bb63f0d5,kyoshao,185187473,240,Tue Aug 31 12:28:15 +0000 2010,kyos#2643,228626234882523136,0.029637981779950157,,True,False,False,
0x96f7d42da77f466fcb8454b5bf6130353821800b,2022-08-06 07:49:50.168239+00:00,4a78fd3328bb2a02958d485e4bfb72c89cdcd8c10b856c9810b3d633,IgresSenador,1470679143972950016,266,Tue Dec 14 08:56:59 +0000 2021,Ucup#3769,398145085797302272,0.024469964658284236,,True,False,False,
0xad5e2495732e05b36bb51c8a44f72c2fc7ea6733,2022-08-06 07:50:10.401523+00:00,4a78fd3328bb2a02958d485e4bfb72c89cdcd8c10b856c9810b3d633,MrGreen908,4036801214,60,Tue Oct 27 15:33:20 +0000 2015,Mr Green#5241,542366067020791810,0.07325830848963703,,True,False,False,
0x3a79498ffce5e0591a37289fdfc92077fb3c08cc,2022-08-06 08:01:57.641144+00:00,16acb018fe03dbcdbe3963fdf0587c6b62d382151cf2c38ad43935bd,Daquha1,1528748500883677185,16,Mon May 23 14:43:48 +0000 2022,Big horse|WeAbove#7644,944126158675537930,0.1108868640633226,,True,False,False,
0x9f1e67e06d889d2f13abc1febb383e55d1d77bb1,2022-08-06 08:02:32.496119+00:00,0bf39cd7664f11b5b414c8137acc57d090adee441e68281f5f7cb918,DvrkBoy,3422978861,245,Fri Aug 14 22:04:33 +0000 2015,DvrkBoy#1833,992145831417368596,0.022286886305146875,,True,False,False,
0x8c5e015aafb33d6c60edbb64031ea18b3bd60321,2022-08-06 08:03:00.015103+00:00,16acb018fe03dbcdbe3963fdf0587c6b62d382151cf2c38ad43935bd,Duquha1,1492112311858778115,19,Fri Feb 11 12:24:52 +0000 2022,Big horse 👑👑👑#2183,956828312376868904,0.1,,True,False,False,
0xe50db2400d0f182794eae292f2651873f17ed4df,2022-08-06 08:03:20.653493+00:00,16acb018fe03dbcdbe3963fdf0587c6b62d382151cf2c38ad43935bd,Dawuha1,1497211142204112899,7,Fri Feb 25 14:05:58 +0000 2022,盖亚凹凸曼（2ART）#8211,944552533223940097,0.1,,True,False,False,
0xe6599d5754cbf7b6fe47cf288f0c71f4de13ec39,2022-08-06 08:03:35.170253+00:00,16acb018fe03dbcdbe3963fdf0587c6b62d382151cf2c38ad43935bd,wangyuh50370397,1526966988861362176,12,Wed May 18 16:44:40 +0000 2022,popoh#7443,944109516151214132,0.12067701017314797,,True,False,False,
0xee11d85440a16ca3cdbd9e6b30ba89822231b225,2022-08-06 08:04:39.897106+00:00,ecb5053ab7b9ac097e146c4a580b2965b283ae03d424bcdb7a008574,ola_035,1461260136928874498,331,Thu Nov 18 09:09:12 +0000 2021,ola03#2604,907292926713954315,0.013532135118209452,,True,False,False,
0x69d7e0da01be1a6d70c1dc1d7f6527514e1c3a53,2022-08-06 08:31:29.681081+00:00,18c6e690820c2f81f801a160b0b1289ef64b316f1ff3760769032ad2,yeonis888,1475809347913453572,406,Tue Dec 28 12:42:38 +0000 2021,Xeon of the unspoken#6831,694207130760380516,0.1302411018285477,,True,False,False,
0x5a37c56f1544298a229beb7aa7047ba378fc6efd,2022-08-06 08:32:41.231575+00:00,db52d05fc4931e6a415b54f25b708cf074000371d7b5642726c5ea30,Audreyismeeee,1500577187870744578,19,Sun Mar 06 21:01:02 +0000 2022,KINGDDH#8547,925729161669128213,0.05880912008494062,,True,False,False,
0x61edbb3fe3d835b48a770fcbdedc1f988dd53f82,2022-08-06 08:38:13.185233+00:00,f590bd768739691c527f99b58b20007a7607ea24f00b39e59f29d61b,Ubai_Dz,914129089,470,Tue Oct 30 07:48:22 +0000 2012,Ubai_Dz#3581,835996586307485766,0.04925156451561975,,True,False,False,
